Injection,Layer,TensorIndex,Bit
2652,features.denseblock2.denselayer11.conv1,"(91, 42, 0, 0)",31
2653,features.denseblock2.denselayer11.conv1,"(62, 299, 0, 0)",27
2654,features.denseblock2.denselayer11.conv1,"(68, 53, 0, 0)",24
2655,features.denseblock2.denselayer11.conv1,"(10, 308, 0, 0)",6
2656,features.denseblock2.denselayer11.conv1,"(30, 391, 0, 0)",26
2657,features.denseblock2.denselayer11.conv1,"(100, 367, 0, 0)",28
2658,features.denseblock2.denselayer11.conv1,"(117, 293, 0, 0)",27
2659,features.denseblock2.denselayer11.conv1,"(6, 110, 0, 0)",21
2660,features.denseblock2.denselayer11.conv1,"(25, 149, 0, 0)",29
2661,features.denseblock2.denselayer11.conv1,"(64, 183, 0, 0)",15
2662,features.denseblock2.denselayer11.conv1,"(70, 228, 0, 0)",29
2663,features.denseblock2.denselayer11.conv1,"(67, 393, 0, 0)",20
2664,features.denseblock2.denselayer11.conv1,"(102, 385, 0, 0)",31
2665,features.denseblock2.denselayer11.conv1,"(22, 170, 0, 0)",20
2666,features.denseblock2.denselayer11.conv1,"(78, 51, 0, 0)",20
2667,features.denseblock2.denselayer11.conv1,"(127, 327, 0, 0)",12
2668,features.denseblock2.denselayer11.conv1,"(67, 438, 0, 0)",21
2669,features.denseblock2.denselayer11.conv1,"(112, 185, 0, 0)",20
2670,features.denseblock2.denselayer11.conv1,"(4, 57, 0, 0)",18
2671,features.denseblock2.denselayer11.conv1,"(45, 203, 0, 0)",5
2672,features.denseblock2.denselayer11.conv1,"(23, 364, 0, 0)",9
2673,features.denseblock2.denselayer11.conv1,"(87, 272, 0, 0)",8
2674,features.denseblock2.denselayer11.conv1,"(98, 53, 0, 0)",20
2675,features.denseblock2.denselayer11.conv1,"(57, 226, 0, 0)",9
2676,features.denseblock2.denselayer11.conv1,"(70, 13, 0, 0)",14
2677,features.denseblock2.denselayer11.conv1,"(62, 115, 0, 0)",9
2678,features.denseblock2.denselayer11.conv1,"(3, 151, 0, 0)",30
2679,features.denseblock2.denselayer11.conv1,"(112, 212, 0, 0)",11
2680,features.denseblock2.denselayer11.conv1,"(102, 321, 0, 0)",23
2681,features.denseblock2.denselayer11.conv1,"(67, 220, 0, 0)",15
2682,features.denseblock2.denselayer11.conv1,"(81, 276, 0, 0)",8
2683,features.denseblock2.denselayer11.conv1,"(82, 440, 0, 0)",6
2684,features.denseblock2.denselayer11.conv1,"(121, 274, 0, 0)",14
2685,features.denseblock2.denselayer11.conv1,"(89, 367, 0, 0)",17
2686,features.denseblock2.denselayer11.conv1,"(13, 235, 0, 0)",27
2687,features.denseblock2.denselayer11.conv1,"(16, 87, 0, 0)",3
2688,features.denseblock2.denselayer11.conv1,"(88, 244, 0, 0)",22
2689,features.denseblock2.denselayer11.conv1,"(16, 368, 0, 0)",1
2690,features.denseblock2.denselayer11.conv1,"(125, 220, 0, 0)",13
2691,features.denseblock2.denselayer11.conv1,"(115, 158, 0, 0)",14
2692,features.denseblock2.denselayer11.conv1,"(104, 73, 0, 0)",3
2693,features.denseblock2.denselayer11.conv1,"(91, 300, 0, 0)",4
2694,features.denseblock2.denselayer11.conv1,"(105, 373, 0, 0)",15
2695,features.denseblock2.denselayer11.conv1,"(45, 427, 0, 0)",31
2696,features.denseblock2.denselayer11.conv1,"(30, 169, 0, 0)",25
2697,features.denseblock2.denselayer11.conv1,"(99, 412, 0, 0)",30
2698,features.denseblock2.denselayer11.conv1,"(35, 433, 0, 0)",6
2699,features.denseblock2.denselayer11.conv1,"(79, 181, 0, 0)",16
2700,features.denseblock2.denselayer11.conv1,"(127, 46, 0, 0)",25
2701,features.denseblock2.denselayer11.conv1,"(51, 116, 0, 0)",21
2702,features.denseblock2.denselayer11.conv1,"(115, 384, 0, 0)",1
2703,features.denseblock2.denselayer11.conv1,"(15, 285, 0, 0)",6
2704,features.denseblock2.denselayer11.conv1,"(43, 0, 0, 0)",20
2705,features.denseblock2.denselayer11.conv1,"(98, 156, 0, 0)",4
2706,features.denseblock2.denselayer11.conv1,"(44, 96, 0, 0)",13
2707,features.denseblock2.denselayer11.conv1,"(88, 49, 0, 0)",11
2708,features.denseblock2.denselayer11.conv1,"(112, 361, 0, 0)",28
2709,features.denseblock2.denselayer11.conv1,"(7, 318, 0, 0)",19
2710,features.denseblock2.denselayer11.conv1,"(74, 55, 0, 0)",10
2711,features.denseblock2.denselayer11.conv1,"(25, 254, 0, 0)",21
2712,features.denseblock2.denselayer11.conv1,"(116, 337, 0, 0)",7
2713,features.denseblock2.denselayer11.conv1,"(16, 173, 0, 0)",9
2714,features.denseblock2.denselayer11.conv1,"(61, 418, 0, 0)",25
2715,features.denseblock2.denselayer11.conv1,"(10, 183, 0, 0)",6
2716,features.denseblock2.denselayer11.conv1,"(23, 339, 0, 0)",12
2717,features.denseblock2.denselayer11.conv1,"(72, 164, 0, 0)",12
2718,features.denseblock2.denselayer11.conv1,"(74, 320, 0, 0)",27
2719,features.denseblock2.denselayer11.conv1,"(96, 42, 0, 0)",31
2720,features.denseblock2.denselayer11.conv1,"(26, 164, 0, 0)",19
2721,features.denseblock2.denselayer11.conv1,"(127, 402, 0, 0)",2
2722,features.denseblock2.denselayer11.conv1,"(48, 45, 0, 0)",20
2723,features.denseblock2.denselayer11.conv1,"(12, 273, 0, 0)",19
2724,features.denseblock2.denselayer11.conv1,"(98, 96, 0, 0)",27
2725,features.denseblock2.denselayer11.conv1,"(45, 260, 0, 0)",13
2726,features.denseblock2.denselayer11.conv1,"(25, 234, 0, 0)",20
2727,features.denseblock2.denselayer11.conv1,"(18, 365, 0, 0)",13
2728,features.denseblock2.denselayer11.conv1,"(3, 23, 0, 0)",7
2729,features.denseblock2.denselayer11.conv1,"(74, 2, 0, 0)",11
2730,features.denseblock2.denselayer11.conv1,"(99, 423, 0, 0)",25
2731,features.denseblock2.denselayer11.conv1,"(11, 79, 0, 0)",16
2732,features.denseblock2.denselayer11.conv1,"(108, 348, 0, 0)",17
2733,features.denseblock2.denselayer11.conv1,"(104, 353, 0, 0)",26
2734,features.denseblock2.denselayer11.conv1,"(96, 142, 0, 0)",16
2735,features.denseblock2.denselayer11.conv1,"(2, 320, 0, 0)",28
2736,features.denseblock2.denselayer11.conv1,"(32, 339, 0, 0)",7
2737,features.denseblock2.denselayer11.conv1,"(29, 81, 0, 0)",11
2738,features.denseblock2.denselayer11.conv1,"(83, 85, 0, 0)",18
2739,features.denseblock2.denselayer11.conv1,"(73, 145, 0, 0)",7
2740,features.denseblock2.denselayer11.conv1,"(101, 421, 0, 0)",31
2741,features.denseblock2.denselayer11.conv1,"(51, 65, 0, 0)",30
2742,features.denseblock2.denselayer11.conv1,"(27, 57, 0, 0)",24
2743,features.denseblock2.denselayer11.conv1,"(47, 42, 0, 0)",27
2744,features.denseblock2.denselayer11.conv1,"(94, 224, 0, 0)",2
2745,features.denseblock2.denselayer11.conv1,"(48, 393, 0, 0)",2
2746,features.denseblock2.denselayer11.conv1,"(3, 78, 0, 0)",11
2747,features.denseblock2.denselayer11.conv1,"(89, 236, 0, 0)",25
2748,features.denseblock2.denselayer11.conv1,"(97, 78, 0, 0)",14
2749,features.denseblock2.denselayer11.conv1,"(47, 321, 0, 0)",28
2750,features.denseblock2.denselayer11.conv1,"(6, 446, 0, 0)",15
2751,features.denseblock2.denselayer11.conv1,"(73, 285, 0, 0)",20
2752,features.denseblock2.denselayer11.conv1,"(14, 57, 0, 0)",1
2753,features.denseblock2.denselayer11.conv1,"(43, 370, 0, 0)",2
2754,features.denseblock2.denselayer11.conv1,"(36, 53, 0, 0)",24
2755,features.denseblock2.denselayer11.conv1,"(0, 288, 0, 0)",7
2756,features.denseblock2.denselayer11.conv1,"(57, 390, 0, 0)",1
2757,features.denseblock2.denselayer11.conv1,"(121, 292, 0, 0)",24
2758,features.denseblock2.denselayer11.conv2,"(28, 60, 2, 1)",16
2759,features.denseblock2.denselayer11.conv2,"(22, 116, 1, 0)",29
2760,features.denseblock2.denselayer11.conv2,"(23, 57, 0, 1)",11
2761,features.denseblock2.denselayer11.conv2,"(24, 65, 0, 1)",1
2762,features.denseblock2.denselayer11.conv2,"(27, 76, 0, 0)",29
2763,features.denseblock2.denselayer11.conv2,"(26, 58, 1, 0)",22
2764,features.denseblock2.denselayer11.conv2,"(13, 103, 1, 1)",29
2765,features.denseblock2.denselayer11.conv2,"(28, 113, 1, 1)",23
2766,features.denseblock2.denselayer11.conv2,"(21, 83, 2, 1)",8
2767,features.denseblock2.denselayer11.conv2,"(13, 62, 0, 2)",12
2768,features.denseblock2.denselayer11.conv2,"(12, 93, 1, 2)",26
2769,features.denseblock2.denselayer11.conv2,"(23, 78, 0, 1)",9
2770,features.denseblock2.denselayer11.conv2,"(30, 27, 2, 2)",28
2771,features.denseblock2.denselayer11.conv2,"(19, 105, 0, 0)",13
2772,features.denseblock2.denselayer11.conv2,"(21, 40, 2, 1)",27
2773,features.denseblock2.denselayer11.conv2,"(11, 113, 0, 2)",13
2774,features.denseblock2.denselayer11.conv2,"(24, 44, 1, 2)",9
2775,features.denseblock2.denselayer11.conv2,"(25, 50, 0, 1)",20
2776,features.denseblock2.denselayer11.conv2,"(29, 62, 2, 0)",31
2777,features.denseblock2.denselayer11.conv2,"(20, 9, 2, 0)",4
2778,features.denseblock2.denselayer11.conv2,"(5, 5, 0, 0)",21
2779,features.denseblock2.denselayer11.conv2,"(5, 80, 1, 0)",9
2780,features.denseblock2.denselayer11.conv2,"(13, 78, 0, 1)",20
2781,features.denseblock2.denselayer11.conv2,"(28, 121, 1, 2)",11
2782,features.denseblock2.denselayer11.conv2,"(18, 77, 0, 2)",10
2783,features.denseblock2.denselayer11.conv2,"(9, 41, 1, 0)",26
2784,features.denseblock2.denselayer11.conv2,"(10, 120, 2, 1)",15
2785,features.denseblock2.denselayer11.conv2,"(7, 37, 1, 0)",2
2786,features.denseblock2.denselayer11.conv2,"(8, 97, 1, 1)",30
2787,features.denseblock2.denselayer11.conv2,"(10, 5, 2, 2)",23
2788,features.denseblock2.denselayer11.conv2,"(28, 46, 1, 0)",31
2789,features.denseblock2.denselayer11.conv2,"(22, 86, 0, 1)",4
2790,features.denseblock2.denselayer11.conv2,"(11, 34, 2, 1)",25
2791,features.denseblock2.denselayer11.conv2,"(9, 28, 2, 0)",20
2792,features.denseblock2.denselayer11.conv2,"(18, 21, 1, 2)",31
2793,features.denseblock2.denselayer11.conv2,"(1, 106, 0, 1)",16
2794,features.denseblock2.denselayer11.conv2,"(12, 71, 2, 0)",31
2795,features.denseblock2.denselayer11.conv2,"(20, 42, 0, 2)",15
2796,features.denseblock2.denselayer11.conv2,"(19, 67, 1, 1)",21
2797,features.denseblock2.denselayer11.conv2,"(2, 69, 2, 2)",29
2798,features.denseblock2.denselayer11.conv2,"(5, 85, 2, 0)",8
2799,features.denseblock2.denselayer11.conv2,"(0, 4, 1, 1)",12
2800,features.denseblock2.denselayer11.conv2,"(30, 97, 1, 0)",17
2801,features.denseblock2.denselayer11.conv2,"(24, 85, 1, 2)",27
2802,features.denseblock2.denselayer11.conv2,"(26, 87, 0, 1)",16
2803,features.denseblock2.denselayer11.conv2,"(12, 125, 1, 1)",5
2804,features.denseblock2.denselayer11.conv2,"(28, 21, 2, 1)",7
2805,features.denseblock2.denselayer11.conv2,"(1, 32, 0, 0)",4
2806,features.denseblock2.denselayer11.conv2,"(11, 95, 0, 0)",15
2807,features.denseblock2.denselayer11.conv2,"(5, 19, 0, 2)",0
2808,features.denseblock2.denselayer11.conv2,"(21, 18, 0, 2)",29
2809,features.denseblock2.denselayer11.conv2,"(21, 27, 2, 0)",3
2810,features.denseblock2.denselayer11.conv2,"(8, 51, 2, 0)",11
2811,features.denseblock2.denselayer11.conv2,"(5, 23, 0, 1)",14
2812,features.denseblock2.denselayer11.conv2,"(13, 12, 2, 0)",24
2813,features.denseblock2.denselayer11.conv2,"(20, 49, 1, 0)",31
2814,features.denseblock2.denselayer11.conv2,"(11, 120, 1, 2)",3
2815,features.denseblock2.denselayer11.conv2,"(28, 47, 2, 0)",5
2816,features.denseblock2.denselayer11.conv2,"(11, 50, 1, 0)",12
2817,features.denseblock2.denselayer11.conv2,"(7, 19, 0, 0)",20
2818,features.denseblock2.denselayer11.conv2,"(14, 41, 1, 2)",18
2819,features.denseblock2.denselayer11.conv2,"(26, 73, 0, 1)",16
2820,features.denseblock2.denselayer11.conv2,"(22, 61, 2, 0)",16
2821,features.denseblock2.denselayer11.conv2,"(18, 41, 0, 0)",4
2822,features.denseblock2.denselayer11.conv2,"(31, 88, 2, 0)",27
2823,features.denseblock2.denselayer11.conv2,"(5, 114, 0, 2)",5
2824,features.denseblock2.denselayer11.conv2,"(20, 92, 2, 2)",4
2825,features.denseblock2.denselayer11.conv2,"(16, 81, 1, 1)",30
2826,features.denseblock2.denselayer11.conv2,"(23, 127, 1, 1)",20
2827,features.denseblock2.denselayer11.conv2,"(12, 58, 2, 0)",2
2828,features.denseblock2.denselayer11.conv2,"(22, 104, 1, 1)",20
2829,features.denseblock2.denselayer11.conv2,"(25, 118, 1, 1)",9
2830,features.denseblock2.denselayer11.conv2,"(9, 98, 1, 0)",8
2831,features.denseblock2.denselayer11.conv2,"(20, 97, 2, 0)",25
2832,features.denseblock2.denselayer11.conv2,"(23, 3, 1, 2)",11
2833,features.denseblock2.denselayer11.conv2,"(9, 47, 0, 0)",1
2834,features.denseblock2.denselayer11.conv2,"(25, 120, 0, 1)",21
2835,features.denseblock2.denselayer11.conv2,"(12, 5, 1, 1)",10
2836,features.denseblock2.denselayer11.conv2,"(19, 71, 0, 0)",31
2837,features.denseblock2.denselayer11.conv2,"(31, 110, 1, 0)",31
2838,features.denseblock2.denselayer11.conv2,"(3, 90, 0, 0)",20
2839,features.denseblock2.denselayer11.conv2,"(30, 74, 0, 0)",31
2840,features.denseblock2.denselayer11.conv2,"(13, 106, 1, 0)",19
2841,features.denseblock2.denselayer11.conv2,"(10, 86, 2, 1)",27
2842,features.denseblock2.denselayer11.conv2,"(7, 33, 2, 1)",21
2843,features.denseblock2.denselayer11.conv2,"(23, 32, 1, 2)",30
2844,features.denseblock2.denselayer11.conv2,"(4, 4, 1, 1)",26
2845,features.denseblock2.denselayer11.conv2,"(15, 53, 1, 2)",14
2846,features.denseblock2.denselayer11.conv2,"(20, 121, 1, 2)",21
2847,features.denseblock2.denselayer12.conv1,"(84, 357, 0, 0)",20
2848,features.denseblock2.denselayer12.conv1,"(58, 362, 0, 0)",31
2849,features.denseblock2.denselayer12.conv1,"(120, 455, 0, 0)",6
2850,features.denseblock2.denselayer12.conv1,"(98, 384, 0, 0)",5
2851,features.denseblock2.denselayer12.conv1,"(125, 236, 0, 0)",28
2852,features.denseblock2.denselayer12.conv1,"(99, 398, 0, 0)",9
2853,features.denseblock2.denselayer12.conv1,"(93, 434, 0, 0)",15
2854,features.denseblock2.denselayer12.conv1,"(57, 324, 0, 0)",22
2855,features.denseblock2.denselayer12.conv1,"(123, 287, 0, 0)",20
2856,features.denseblock2.denselayer12.conv1,"(124, 160, 0, 0)",7
2857,features.denseblock2.denselayer12.conv1,"(75, 375, 0, 0)",18
2858,features.denseblock2.denselayer12.conv1,"(63, 404, 0, 0)",0
2859,features.denseblock2.denselayer12.conv1,"(76, 133, 0, 0)",18
2860,features.denseblock2.denselayer12.conv1,"(6, 14, 0, 0)",23
2861,features.denseblock2.denselayer12.conv1,"(119, 397, 0, 0)",24
2862,features.denseblock2.denselayer12.conv1,"(40, 304, 0, 0)",6
2863,features.denseblock2.denselayer12.conv1,"(70, 233, 0, 0)",29
2864,features.denseblock2.denselayer12.conv1,"(72, 83, 0, 0)",1
2865,features.denseblock2.denselayer12.conv1,"(31, 26, 0, 0)",23
2866,features.denseblock2.denselayer12.conv1,"(36, 161, 0, 0)",27
2867,features.denseblock2.denselayer12.conv1,"(82, 202, 0, 0)",2
2868,features.denseblock2.denselayer12.conv1,"(72, 165, 0, 0)",8
2869,features.denseblock2.denselayer12.conv1,"(127, 32, 0, 0)",9
2870,features.denseblock2.denselayer12.conv1,"(26, 267, 0, 0)",5
2871,features.denseblock2.denselayer12.conv1,"(92, 182, 0, 0)",26
2872,features.denseblock2.denselayer12.conv1,"(87, 384, 0, 0)",25
2873,features.denseblock2.denselayer12.conv1,"(15, 268, 0, 0)",9
2874,features.denseblock2.denselayer12.conv1,"(22, 416, 0, 0)",10
2875,features.denseblock2.denselayer12.conv1,"(29, 390, 0, 0)",15
2876,features.denseblock2.denselayer12.conv1,"(14, 330, 0, 0)",14
2877,features.denseblock2.denselayer12.conv1,"(122, 21, 0, 0)",14
2878,features.denseblock2.denselayer12.conv1,"(39, 445, 0, 0)",20
2879,features.denseblock2.denselayer12.conv1,"(99, 387, 0, 0)",18
2880,features.denseblock2.denselayer12.conv1,"(126, 12, 0, 0)",2
2881,features.denseblock2.denselayer12.conv1,"(51, 301, 0, 0)",14
2882,features.denseblock2.denselayer12.conv1,"(125, 3, 0, 0)",23
2883,features.denseblock2.denselayer12.conv1,"(42, 203, 0, 0)",0
2884,features.denseblock2.denselayer12.conv1,"(72, 136, 0, 0)",10
2885,features.denseblock2.denselayer12.conv1,"(51, 386, 0, 0)",12
2886,features.denseblock2.denselayer12.conv1,"(83, 459, 0, 0)",7
2887,features.denseblock2.denselayer12.conv1,"(73, 231, 0, 0)",25
2888,features.denseblock2.denselayer12.conv1,"(52, 94, 0, 0)",24
2889,features.denseblock2.denselayer12.conv1,"(27, 380, 0, 0)",19
2890,features.denseblock2.denselayer12.conv1,"(54, 453, 0, 0)",29
2891,features.denseblock2.denselayer12.conv1,"(13, 331, 0, 0)",13
2892,features.denseblock2.denselayer12.conv1,"(6, 158, 0, 0)",11
2893,features.denseblock2.denselayer12.conv1,"(85, 105, 0, 0)",20
2894,features.denseblock2.denselayer12.conv1,"(117, 200, 0, 0)",30
2895,features.denseblock2.denselayer12.conv1,"(73, 407, 0, 0)",6
2896,features.denseblock2.denselayer12.conv1,"(0, 436, 0, 0)",0
2897,features.denseblock2.denselayer12.conv1,"(70, 476, 0, 0)",28
2898,features.denseblock2.denselayer12.conv1,"(97, 373, 0, 0)",3
2899,features.denseblock2.denselayer12.conv1,"(94, 110, 0, 0)",23
2900,features.denseblock2.denselayer12.conv1,"(19, 143, 0, 0)",19
2901,features.denseblock2.denselayer12.conv1,"(8, 460, 0, 0)",9
2902,features.denseblock2.denselayer12.conv1,"(67, 233, 0, 0)",1
2903,features.denseblock2.denselayer12.conv1,"(121, 89, 0, 0)",5
2904,features.denseblock2.denselayer12.conv1,"(60, 233, 0, 0)",1
2905,features.denseblock2.denselayer12.conv1,"(122, 32, 0, 0)",4
2906,features.denseblock2.denselayer12.conv1,"(101, 347, 0, 0)",2
2907,features.denseblock2.denselayer12.conv1,"(127, 221, 0, 0)",11
2908,features.denseblock2.denselayer12.conv1,"(3, 295, 0, 0)",17
2909,features.denseblock2.denselayer12.conv1,"(72, 368, 0, 0)",17
2910,features.denseblock2.denselayer12.conv1,"(6, 343, 0, 0)",15
2911,features.denseblock2.denselayer12.conv1,"(114, 414, 0, 0)",27
2912,features.denseblock2.denselayer12.conv1,"(125, 405, 0, 0)",18
2913,features.denseblock2.denselayer12.conv1,"(93, 45, 0, 0)",30
2914,features.denseblock2.denselayer12.conv1,"(41, 191, 0, 0)",20
2915,features.denseblock2.denselayer12.conv1,"(88, 208, 0, 0)",23
2916,features.denseblock2.denselayer12.conv1,"(119, 177, 0, 0)",31
2917,features.denseblock2.denselayer12.conv1,"(104, 184, 0, 0)",16
2918,features.denseblock2.denselayer12.conv1,"(35, 170, 0, 0)",28
2919,features.denseblock2.denselayer12.conv1,"(42, 455, 0, 0)",9
2920,features.denseblock2.denselayer12.conv1,"(87, 276, 0, 0)",13
2921,features.denseblock2.denselayer12.conv1,"(101, 41, 0, 0)",2
2922,features.denseblock2.denselayer12.conv1,"(26, 294, 0, 0)",10
2923,features.denseblock2.denselayer12.conv1,"(58, 350, 0, 0)",7
2924,features.denseblock2.denselayer12.conv1,"(83, 374, 0, 0)",25
2925,features.denseblock2.denselayer12.conv1,"(56, 295, 0, 0)",6
2926,features.denseblock2.denselayer12.conv1,"(57, 327, 0, 0)",12
2927,features.denseblock2.denselayer12.conv1,"(0, 457, 0, 0)",9
2928,features.denseblock2.denselayer12.conv1,"(18, 355, 0, 0)",25
2929,features.denseblock2.denselayer12.conv1,"(77, 422, 0, 0)",12
2930,features.denseblock2.denselayer12.conv1,"(6, 8, 0, 0)",7
2931,features.denseblock2.denselayer12.conv1,"(53, 95, 0, 0)",16
2932,features.denseblock2.denselayer12.conv1,"(115, 60, 0, 0)",25
2933,features.denseblock2.denselayer12.conv1,"(2, 357, 0, 0)",24
2934,features.denseblock2.denselayer12.conv1,"(95, 106, 0, 0)",30
2935,features.denseblock2.denselayer12.conv1,"(10, 347, 0, 0)",31
2936,features.denseblock2.denselayer12.conv1,"(81, 179, 0, 0)",30
2937,features.denseblock2.denselayer12.conv1,"(98, 385, 0, 0)",22
2938,features.denseblock2.denselayer12.conv1,"(125, 13, 0, 0)",31
2939,features.denseblock2.denselayer12.conv1,"(22, 243, 0, 0)",5
2940,features.denseblock2.denselayer12.conv1,"(62, 370, 0, 0)",24
2941,features.denseblock2.denselayer12.conv1,"(86, 123, 0, 0)",20
2942,features.denseblock2.denselayer12.conv1,"(79, 282, 0, 0)",26
2943,features.denseblock2.denselayer12.conv1,"(24, 5, 0, 0)",28
2944,features.denseblock2.denselayer12.conv1,"(17, 257, 0, 0)",17
2945,features.denseblock2.denselayer12.conv1,"(99, 410, 0, 0)",7
2946,features.denseblock2.denselayer12.conv1,"(125, 89, 0, 0)",10
2947,features.denseblock2.denselayer12.conv1,"(10, 148, 0, 0)",7
2948,features.denseblock2.denselayer12.conv1,"(39, 428, 0, 0)",30
2949,features.denseblock2.denselayer12.conv1,"(124, 127, 0, 0)",11
2950,features.denseblock2.denselayer12.conv1,"(96, 22, 0, 0)",14
2951,features.denseblock2.denselayer12.conv1,"(87, 443, 0, 0)",28
2952,features.denseblock2.denselayer12.conv1,"(29, 51, 0, 0)",8
2953,features.denseblock2.denselayer12.conv1,"(6, 224, 0, 0)",27
2954,features.denseblock2.denselayer12.conv1,"(5, 362, 0, 0)",26
2955,features.denseblock2.denselayer12.conv1,"(121, 17, 0, 0)",27
2956,features.denseblock2.denselayer12.conv1,"(17, 33, 0, 0)",22
2957,features.denseblock2.denselayer12.conv1,"(121, 205, 0, 0)",7
2958,features.denseblock2.denselayer12.conv1,"(6, 82, 0, 0)",12
2959,features.denseblock2.denselayer12.conv1,"(114, 337, 0, 0)",30
2960,features.denseblock2.denselayer12.conv1,"(17, 404, 0, 0)",7
2961,features.denseblock2.denselayer12.conv1,"(10, 118, 0, 0)",19
2962,features.denseblock2.denselayer12.conv1,"(34, 382, 0, 0)",23
2963,features.denseblock2.denselayer12.conv1,"(15, 261, 0, 0)",17
2964,features.denseblock2.denselayer12.conv1,"(2, 155, 0, 0)",15
2965,features.denseblock2.denselayer12.conv1,"(122, 410, 0, 0)",30
2966,features.denseblock2.denselayer12.conv1,"(122, 245, 0, 0)",11
2967,features.denseblock2.denselayer12.conv1,"(99, 283, 0, 0)",8
2968,features.denseblock2.denselayer12.conv1,"(37, 440, 0, 0)",4
2969,features.denseblock2.denselayer12.conv1,"(42, 126, 0, 0)",14
2970,features.denseblock2.denselayer12.conv1,"(67, 208, 0, 0)",2
2971,features.denseblock2.denselayer12.conv1,"(82, 399, 0, 0)",12
2972,features.denseblock2.denselayer12.conv1,"(95, 200, 0, 0)",8
2973,features.denseblock2.denselayer12.conv1,"(122, 314, 0, 0)",15
2974,features.denseblock2.denselayer12.conv1,"(73, 254, 0, 0)",1
2975,features.denseblock2.denselayer12.conv1,"(106, 33, 0, 0)",2
2976,features.denseblock2.denselayer12.conv1,"(94, 142, 0, 0)",29
2977,features.denseblock2.denselayer12.conv1,"(87, 155, 0, 0)",30
2978,features.denseblock2.denselayer12.conv1,"(124, 197, 0, 0)",21
2979,features.denseblock2.denselayer12.conv1,"(23, 354, 0, 0)",4
2980,features.denseblock2.denselayer12.conv1,"(64, 322, 0, 0)",18
2981,features.denseblock2.denselayer12.conv1,"(58, 160, 0, 0)",12
2982,features.denseblock2.denselayer12.conv1,"(89, 156, 0, 0)",26
2983,features.denseblock2.denselayer12.conv1,"(71, 135, 0, 0)",8
2984,features.denseblock2.denselayer12.conv1,"(75, 97, 0, 0)",13
2985,features.denseblock2.denselayer12.conv1,"(118, 297, 0, 0)",18
2986,features.denseblock2.denselayer12.conv1,"(63, 105, 0, 0)",31
2987,features.denseblock2.denselayer12.conv1,"(95, 125, 0, 0)",17
2988,features.denseblock2.denselayer12.conv1,"(117, 275, 0, 0)",16
2989,features.denseblock2.denselayer12.conv1,"(18, 129, 0, 0)",25
2990,features.denseblock2.denselayer12.conv1,"(0, 34, 0, 0)",31
2991,features.denseblock2.denselayer12.conv1,"(116, 478, 0, 0)",12
2992,features.denseblock2.denselayer12.conv1,"(68, 26, 0, 0)",6
2993,features.denseblock2.denselayer12.conv1,"(121, 223, 0, 0)",7
2994,features.denseblock2.denselayer12.conv1,"(35, 92, 0, 0)",3
2995,features.denseblock2.denselayer12.conv1,"(10, 433, 0, 0)",6
2996,features.denseblock2.denselayer12.conv2,"(17, 32, 0, 2)",27
2997,features.denseblock2.denselayer12.conv2,"(13, 10, 2, 2)",3
2998,features.denseblock2.denselayer12.conv2,"(0, 28, 1, 2)",17
2999,features.denseblock2.denselayer12.conv2,"(18, 110, 0, 0)",14
3000,features.denseblock2.denselayer12.conv2,"(17, 90, 0, 0)",1
3001,features.denseblock2.denselayer12.conv2,"(20, 56, 0, 1)",13
3002,features.denseblock2.denselayer12.conv2,"(1, 41, 0, 2)",17
3003,features.denseblock2.denselayer12.conv2,"(31, 31, 0, 0)",26
3004,features.denseblock2.denselayer12.conv2,"(14, 61, 1, 2)",10
3005,features.denseblock2.denselayer12.conv2,"(11, 56, 1, 0)",0
3006,features.denseblock2.denselayer12.conv2,"(15, 78, 1, 2)",24
3007,features.denseblock2.denselayer12.conv2,"(28, 54, 0, 0)",5
3008,features.denseblock2.denselayer12.conv2,"(26, 113, 1, 0)",24
3009,features.denseblock2.denselayer12.conv2,"(24, 5, 2, 1)",13
3010,features.denseblock2.denselayer12.conv2,"(31, 111, 2, 1)",20
3011,features.denseblock2.denselayer12.conv2,"(1, 127, 2, 2)",24
3012,features.denseblock2.denselayer12.conv2,"(28, 52, 1, 0)",4
3013,features.denseblock2.denselayer12.conv2,"(24, 43, 1, 0)",13
3014,features.denseblock2.denselayer12.conv2,"(20, 90, 1, 1)",15
3015,features.denseblock2.denselayer12.conv2,"(18, 59, 1, 2)",30
3016,features.denseblock2.denselayer12.conv2,"(1, 62, 2, 2)",4
3017,features.denseblock2.denselayer12.conv2,"(28, 5, 1, 2)",22
3018,features.denseblock2.denselayer12.conv2,"(23, 97, 0, 1)",27
3019,features.denseblock2.denselayer12.conv2,"(28, 108, 0, 1)",16
3020,features.denseblock2.denselayer12.conv2,"(22, 58, 1, 1)",16
3021,features.denseblock2.denselayer12.conv2,"(30, 40, 0, 0)",12
3022,features.denseblock2.denselayer12.conv2,"(2, 97, 1, 0)",14
3023,features.denseblock2.denselayer12.conv2,"(5, 40, 0, 2)",3
3024,features.denseblock2.denselayer12.conv2,"(16, 20, 2, 1)",28
3025,features.denseblock2.denselayer12.conv2,"(9, 75, 0, 1)",17
3026,features.denseblock2.denselayer12.conv2,"(11, 58, 1, 1)",10
3027,features.denseblock2.denselayer12.conv2,"(4, 59, 0, 2)",3
3028,features.denseblock2.denselayer12.conv2,"(11, 73, 2, 1)",27
